Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Recommended_Crop,Chemical/Component,Threshold,Disease,Affected Crops
23,72,84,19.02061277,17.13159126,6.920251378,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
39,58,85,17.88776475,15.40589717,5.996932037,"Rice, Potatoes",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
22,72,85,18.86805647,15.65809214,6.391173589,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
36,67,77,18.36952567,19.56381041,7.152811172,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
32,73,81,20.45078582,15.40312102,5.988992796,"Rice, Potatoes",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
58,70,84,20.6543203,16.60820843,6.231049028,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
59,70,84,17.3348681,18.74926979,7.550808267,"Sugarcane, Tobacco",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
42,62,75,18.17912258,18.90426935,7.010570541,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
28,74,81,18.01272266,18.30968112,8.753795334,"Sugarcane, Tobacco",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
58,66,79,20.99373558,19.33470387,8.718192847,"Sugarcane, Tobacco",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
43,66,79,19.46233971,15.22538951,7.976607593,"Sugarcane, Tobacco",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
58,63,81,19.81344531,14.69765308,6.515499549,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
23,62,85,18.97424756,19.5161216,8.490127142,"Sugarcane, Tobacco",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
27,62,77,18.19737048,14.71070537,6.576415562,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
28,72,84,18.72963144,19.18197264,6.481783043,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
50,56,76,20.99502153,19.8601304,7.966605025,"Sugarcane, Tobacco",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
39,71,84,20.28155898,16.39535215,8.140825437,"Sugarcane, Tobacco",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
25,78,76,17.48042641,15.7559405,7.228963452,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
31,70,77,20.88818675,14.32313811,6.492546046,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
26,80,83,17.08498521,16.14565756,7.528599957,"Sugarcane, Tobacco",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
25,68,77,20.09340593,15.11279612,7.701446446,"Sugarcane, Tobacco",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
31,78,76,17.57212145,14.99927489,8.519975748,"Sugarcane, Tobacco",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
60,68,83,19.12065218,18.43475844,6.620900869,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
59,62,83,18.57665902,19.22008229,8.104396058,"Sugarcane, Tobacco",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
22,67,78,17.16606398,14.42457525,6.204090835,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
36,65,80,18.2872007,16.67921616,6.051091339,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
59,60,84,19.03025305,18.66725565,7.690962338,"Sugarcane, Tobacco",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
54,77,85,17.1418614,17.0662427,7.829211144,"Sugarcane, Tobacco",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
43,68,81,17.47809436,17.93253975,6.761599706,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
28,76,82,20.56601874,14.25803981,6.654425315,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
42,79,85,17.22385224,15.82069268,6.129533877,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
32,60,83,19.69141713,19.44225438,8.829273328,"Sugarcane, Tobacco",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
22,78,76,17.84851658,19.09172907,8.621662982,"Sugarcane, Tobacco",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
31,79,75,18.8202251,16.1074793,8.204862075,"Sugarcane, Tobacco",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
28,58,81,17.47500984,16.54314829,6.18042747,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
57,58,77,18.72649425,17.58406365,7.978996755,"Sugarcane, Tobacco",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
49,55,78,18.65580107,16.17772668,7.863113671,"Sugarcane, Tobacco",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
46,76,77,18.2356751,19.68538502,6.967843048,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
54,61,77,18.81198127,15.21618225,6.206582193,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
38,60,76,18.65054116,17.80852431,8.868741443,"Sugarcane, Tobacco",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
59,55,79,20.36720401,16.89574311,8.766128654,"Sugarcane, Tobacco",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
36,76,75,18.38120357,16.63805158,8.736337905,"Sugarcane, Tobacco",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
57,68,81,17.17012591,17.30457712,8.081095263,"Sugarcane, Tobacco",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
35,66,81,19.37101121,15.77458129,6.138243973,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
35,64,78,17.92845928,14.27327988,7.496645259,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
52,60,79,19.45339934,18.23490739,8.380185271,"Sugarcane, Tobacco",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
27,76,83,19.12829388,14.92241479,6.289614016,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
57,60,84,19.1034283,17.26184541,6.586777189,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
52,68,78,17.48504075,16.96070581,6.89655198,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
43,79,79,19.40751744,18.98030507,7.806747656,"Sugarcane, Tobacco",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
44,74,85,20.18649426,19.63719995,7.150681303,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
24,55,78,17.30287885,15.15405941,6.64919573,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
29,77,75,17.50361137,15.48083156,7.778591618,"Sugarcane, Tobacco",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
20,60,78,18.17234999,14.70085967,6.358740355,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
56,67,78,17.57445618,16.71826572,8.255450758,"Sugarcane, Tobacco",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
37,66,85,20.93175255,18.91295403,6.456148474,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
49,71,76,19.71098332,17.63879418,6.613072145,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
59,69,80,19.07937684,17.86754927,8.165359297,"Sugarcane, Tobacco",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
20,79,77,18.54988627,16.02542689,7.64867466,"Sugarcane, Tobacco",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
24,56,85,18.19903647,17.41333199,6.545888558,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
51,72,75,18.88852533,14.99451145,7.104224797,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
57,73,85,18.49311205,14.72115044,7.358099622,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
22,64,82,19.48974337,17.17260319,6.4740245,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
52,73,79,17.25769499,18.74943955,7.840339389,"Sugarcane, Tobacco",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
29,75,75,19.62416326,18.71483156,7.064790365,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
44,59,78,20.67526473,19.85388984,7.599033472,"Sugarcane, Tobacco",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
41,69,82,20.02381489,16.63294455,6.715587232,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
52,56,85,20.1187446,14.44228303,6.81712422,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
34,76,80,20.65691793,15.84572566,7.985417393,"Sugarcane, Tobacco",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
42,74,83,19.2582557,14.2804191,7.545258424,"Sugarcane, Tobacco",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
34,71,79,17.927806,15.85622899,7.728998197,"Sugarcane, Tobacco",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
27,73,79,19.16288268,15.83500655,7.354973451,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
30,70,79,20.26942271,19.96978871,7.313122235,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
57,57,75,17.09104223,18.25142068,7.785039076,"Sugarcane, Tobacco",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
27,79,82,17.06579293,17.54024066,6.307004923,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
32,71,85,20.62767492,14.44008871,6.403982316,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
31,76,82,20.8248451,17.85057083,7.599279991,"Sugarcane, Tobacco",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
33,75,84,19.46210401,18.72831993,7.217018459,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
47,80,77,17.18248372,16.42891834,7.561108006,"Sugarcane, Tobacco",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
54,62,80,17.48911699,16.39055394,7.489545074,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
47,79,78,17.48395377,14.76014523,6.609696734,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
35,57,83,19.48316794,17.44534641,7.476800943,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
53,73,77,19.71359733,18.09665739,7.325451279,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
45,61,78,19.48649305,16.06240074,6.489389282,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
37,78,79,19.95264829,14.82633099,7.786366322,"Sugarcane, Tobacco",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
30,75,81,19.41789736,16.80472243,6.408437886,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
37,55,82,19.45591848,18.02235902,8.423873703,"Sugarcane, Tobacco",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
53,65,76,20.19137759,16.41998269,8.719960893,"Sugarcane, Tobacco",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
22,60,85,18.8392908,14.74071856,7.811997977,"Sugarcane, Tobacco",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
60,61,78,20.71219282,19.83643308,6.317153205,"Beans, Peas",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
42,67,77,18.99424448,15.9362937,7.114405288,"Beans, Peas",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
39,76,76,19.96837462,15.57324389,8.135900726,"Sugarcane, Tobacco",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
35,63,76,17.81564548,17.60756635,7.714153038,"Sugarcane, Tobacco",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
30,65,82,20.71424384,15.27824066,7.103798069,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
57,56,78,17.34150229,18.75626255,8.861479668,"Sugarcane, Tobacco",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
48,65,78,17.43732714,14.33847406,7.861128148,"Sugarcane, Tobacco",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
36,56,83,18.89780215,19.76182946,7.4526709,"Beans, Peas",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
40,58,75,18.59190771,14.77959596,7.168096055,"Beans, Peas",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
49,69,82,18.31561493,15.36143547,7.26311855,"Beans, Peas",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
13,60,25,17.13692774,20.59541693,5.68597166,"Rice, Potatoes",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
25,70,16,19.63474332,18.90705639,5.759237003,"Rice, Potatoes",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
31,55,22,22.91350245,21.33953114,5.873171894,"Rice, Potatoes",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
40,64,16,16.43340342,24.24045875,5.926676985,"Rice, Potatoes",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
2,61,20,22.13974653,23.02251117,5.95561668,"Rice, Potatoes",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
26,65,22,17.84806561,18.77621951,5.949949081,"Rice, Potatoes",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
17,57,21,19.88394011,20.31564139,5.789214289,"Rice, Potatoes",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
26,80,18,19.32509638,23.3334788,5.581021521,"Rice, Potatoes",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
17,59,17,18.4167001,23.42829938,5.689858133,"Rice, Potatoes",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
27,59,22,21.81167649,23.20591245,5.794158504,"Rice, Potatoes",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
28,58,24,19.72702528,18.28173015,5.748190463,"Rice, Potatoes",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
25,57,19,17.15432954,19.87070659,5.566522896,"Rice, Potatoes",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
28,80,17,19.62207826,18.67170854,5.809419584,"Rice, Potatoes",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
25,60,22,21.63149148,21.17919701,5.887263027,"Rice, Potatoes",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
12,78,23,16.06522754,18.72479695,5.99812453,"Rice, Potatoes",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
6,77,25,20.61162204,24.36314135,5.792744849,"Rice, Potatoes",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
22,79,17,21.42451099,20.39659714,5.912289889,"Rice, Potatoes",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
27,80,15,19.07096165,21.21092266,5.788386951,"Rice, Potatoes",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
10,55,23,21.18853178,19.63438599,5.728233081,"Rice, Potatoes",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
23,65,20,23.0429097,22.42610972,5.833940084,"Rice, Potatoes",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
19,78,16,20.65375833,23.10538637,5.967533236,"Rice, Potatoes",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
19,65,25,18.09551014,18.29318436,5.625096446,"Rice, Potatoes",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
22,70,19,18.23775702,21.07643273,5.515615023,"Rice, Potatoes",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
37,64,22,17.48189735,18.8251973,5.954665349,"Rice, Potatoes",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
11,71,17,19.9191786,21.47324158,5.74644777,"Rice, Potatoes",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
18,79,20,20.27514686,23.2353604,5.877347515,"Rice, Potatoes",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
21,63,17,15.77370214,19.2303162,5.979973965,"Rice, Potatoes",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
24,80,22,16.71170642,19.17651433,5.635993966,"Rice, Potatoes",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
34,60,22,17.66148158,18.15302753,5.635231778,"Rice, Potatoes",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
16,75,21,18.50692825,23.61670065,5.679224346,"Rice, Potatoes",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
17,77,23,24.51324787,20.81527638,5.670062975,"Rice, Potatoes",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
37,72,18,18.87614998,24.54038287,5.724242065,"Rice, Potatoes",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
40,73,20,21.59343016,20.31871249,5.811314232,"Rice, Potatoes",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
9,77,17,20.12373284,24.45202552,5.783425416,"Rice, Potatoes",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
1,62,23,15.43546065,18.37477907,5.607808432,"Rice, Potatoes",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
33,59,22,22.64236876,21.59396123,5.946999529,"Rice, Potatoes",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
23,59,19,21.98560799,24.87304788,5.852046999,"Rice, Potatoes",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
6,62,22,20.53052663,18.09224048,5.824090984,"Rice, Potatoes",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
25,63,20,15.78601387,21.14544088,5.502999119,"Rice, Potatoes",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
7,79,23,19.6365349,19.68751084,5.821649914,"Rice, Potatoes",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
8,72,17,20.57341244,19.7520218,5.711439256,"Rice, Potatoes",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
27,64,15,20.16080524,24.84207559,5.514927264,"Rice, Potatoes",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
28,66,23,21.53989176,24.25386207,5.99616119,"Rice, Potatoes",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
32,57,18,15.53834801,23.75560241,5.695422863,"Rice, Potatoes",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
27,56,22,19.91853092,20.70099804,5.833010958,"Rice, Potatoes",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
17,77,24,20.76952209,18.93146941,5.568456899,"Rice, Potatoes",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
0,65,15,23.46168338,23.22197648,5.645435626,"Rice, Potatoes",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
13,72,21,24.32116642,21.0278674,5.821194486,"Rice, Potatoes",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
34,60,23,20.12574053,24.96969858,5.659254981,"Rice, Potatoes",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
9,80,19,21.80619564,18.57086554,5.945465949,"Rice, Potatoes",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
11,72,20,19.52226241,24.92607153,5.951177452,"Rice, Potatoes",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
3,67,24,17.00067625,19.90790546,5.520880014,"Rice, Potatoes",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
35,69,23,16.78791503,24.96881755,5.578410206,"Rice, Potatoes",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
3,77,25,24.84906168,22.89464642,5.608165195,"Rice, Potatoes",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
23,62,19,16.51783455,20.4555596,5.609435128,"Rice, Potatoes",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
22,71,17,18.15300153,19.38602098,5.509295379,"Rice, Potatoes",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
31,79,25,23.18864385,22.3104551,5.902033406,"Rice, Potatoes",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
34,59,18,23.38002569,21.98879437,5.744117663,"Rice, Potatoes",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
12,63,17,18.358923,19.37703396,5.717143397,"Rice, Potatoes",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
27,56,20,19.25975367,20.51346956,5.542690119,"Rice, Potatoes",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
7,63,24,22.95458237,24.03553105,5.858617867,"Rice, Potatoes",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
24,67,22,20.120043,22.89845607,5.618844277,"Rice, Potatoes",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
11,71,24,21.14011423,22.7182355,5.606620346,"Rice, Potatoes",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
37,74,15,24.92360104,18.22590825,5.582178402,"Rice, Potatoes",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
25,76,24,15.33042636,24.91506728,5.56503533,"Rice, Potatoes",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
34,66,17,18.81097271,21.27833035,5.889614577,"Rice, Potatoes",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
20,69,15,23.44260668,22.77255917,5.934136378,"Rice, Potatoes",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
37,65,16,22.8352024,18.97267518,5.683548308,"Rice, Potatoes",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
18,74,15,24.9035819,22.27512704,5.70836603,"Rice, Potatoes",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
4,67,25,23.78709569,24.35679348,5.948164454,"Rice, Potatoes",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
37,56,25,22.05592283,19.60379304,5.774755144,"Rice, Potatoes",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
5,59,15,18.87492997,20.18238348,5.97229163,"Rice, Potatoes",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
11,61,21,18.62328774,23.02410338,5.532100554,"Rice, Potatoes",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
22,80,20,23.00884744,18.86880997,5.669560726,"Rice, Potatoes",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
12,61,19,19.33162606,24.13995025,5.655726817,"Rice, Potatoes",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
5,74,21,16.24469193,21.35793891,5.591704014,"Rice, Potatoes",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
27,69,22,17.91652287,24.90814655,5.932323085,"Rice, Potatoes",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
31,75,18,15.46789263,21.43780702,5.824208309,"Rice, Potatoes",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
36,68,20,17.06104474,23.77201471,5.86442953,"Rice, Potatoes",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
5,65,16,21.32776028,18.48522915,5.866744372,"Rice, Potatoes",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
32,79,15,23.90910104,20.74619325,5.706198621,"Rice, Potatoes",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
11,78,22,23.89756791,22.74378977,5.940546818,"Rice, Potatoes",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
0,55,22,22.98666928,20.57940608,5.916779289,"Rice, Potatoes",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
14,59,15,21.35135729,22.91244883,5.779090476,"Rice, Potatoes",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
29,68,23,24.1638445,19.27907819,5.82738029,"Rice, Potatoes",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
32,68,19,24.62835037,18.18325169,5.514234138,"Rice, Potatoes",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
17,64,17,21.02213209,24.93896255,5.662699104,"Rice, Potatoes",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
13,69,19,17.30844532,20.01730914,5.86390397,"Rice, Potatoes",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
14,67,22,23.82576704,24.75485098,5.624690248,"Rice, Potatoes",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
9,69,20,19.30607278,23.96362799,5.591560999,"Rice, Potatoes",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
20,73,22,16.03768615,22.33195853,5.976312538,"Rice, Potatoes",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
40,78,20,19.18572809,20.83398341,5.669236258,"Rice, Potatoes",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
27,72,23,19.92889503,21.79992115,5.961934481,"Rice, Potatoes",Potassium,>50 ppm,Nutrient Imbalance,"Rice, Barley"
14,67,15,19.56376468,24.67385131,5.690065688,"Rice, Potatoes",pH,<5.5,Acidic Soil Stress,"Barley, Sugarcane"
7,56,18,18.31357543,24.32991649,5.698371311,"Rice, Potatoes",Nitrogen,>80 ppm,Excess Vegetative Growth,"Corn, Maize"
27,65,18,20.10993761,23.22323766,5.59503163,"Rice, Potatoes",Nitrogen,>80 ppm,Leaf Scorch,"Rice, Wheat"
30,63,16,23.60506572,21.90539577,5.525904526,"Rice, Potatoes",Phosphorus,>60 ppm,Reduced Zinc Absorption,"Wheat, Maize"
